16141,"MI 584870ebec4bd6dd2c6ef23903101180, 1a5a420b17c30a06c0ea42554ad76f07",23378
16142,"PA 9ae089b167aea2bb0abbe367919f720a, 84896ed1aae3fd983c78e0317bbad407",24930
16143,"PA f120c4b2ed975d309be4f2e49a4ffcee, 3649591f9d3d87715efb608da5847118",19806
16144,"OK 7a8cb815596214a8131074beca5f556f, 0d4e3716050f12cece9f3b6265774a46",9374
16145,"PA 7bf9734ff0513477b97d1d6e8fe2e62e, d33d8fcd23156f1ae0e75ff78e240e0a",23164
16146,"WV a0fe466b924cbe993951475698dcbe87, 267232a10b1a6e289a45a9113a0a9469",25046
16147,"MO d59774997313e6c4f0cfad7d78145ec2, ad76f825979a984ce7573d8e05a7e96f",14963
16148,"IN 51cf11ceb7e941260b204f5a1fccdb67, 0bf0e71a94839a0da328632aa15f68c8",3012
16149,"KY 4e24476d12307e584d0c2beb8314fd43, 0458049b0db7db10fe0c4aaf99ef27ef",11750
16150,"AR 1302a3aaf2cf427d2245ccad7375492d, a9951aa1979b892d0a2cc3ad0f0a053a",15058
16151,"NJ 504b808605dbfb5f1626dd1dab92823f, 1f78e1871d18b4d878cdcfcbcb2f7e85",27776
16152,"KS 0dc94cca4727f8582815abc5362a3e77, 3ef78c774d31c09c95c2fc9801e3c3bb",26066
16153,"OH 744fc0a75bd773634df5f2b30ace18c1, 8f52f4c9934ce8a398be3cedc5f691ea",21994
16154,"VA f49f26bef477a11f7034f33e3c360de6, c1053f94c075306bd135588bb397d578",6171
16155,"FL 6b758024f28e36f8d2498221cf40b481, a8550bb8ad7a239c6a8ac5d524c53b90",5848
16156,"OH dce0d16f7f946c71901b9ecb3f5e3d81, 3c5cca1f111bea2764eb315bcd537683",9781
16157,"MO ae73c3830478c6426613d95f7c2fc0fd, a33d8580ec3af0e2acb733b899a1165e",5468
16158,"MO 55b1e746b69a8cd9386c8c87587ec665, 9ecff59fc21b8cdc633c1247c5522432",1014
16159,"IN 93da6eb256833643002fe04855c600b1, 6122ec9b4be309b0212cf856beaefd2d",26603
16160,"NY 5437ebf2fd11c4f04347f2b61ac53c82, 4eef5c072b2fc588269946674a3d106b",15691
16161,"MN 98f91cd71c53b5de6fde44aa5e2ab702, 0e7364c5934b6e8047e47531f3ee815b",22638
16162,"IL 9b35b440e38566bd565a76d68a370f49, 15954795af27a7ba81c3a8367f2e5d23",12818
16163,"GA 57296dc239942940d2c167a1ce79f31a, ec74aaa5e6d04099a396b2978faf84d3",15646
16164,"MD d24449911ac801fdf5eb676107356cca, e8ffdd7922d7447f8726d9fc1299f2a2",16198
16165,"MO c03f5db679627d1d4b6234faf6cb30c3, 822c5afc357b0cecb762534668358c79",11448
16166,"PA ebee8cfd6225b8058e87524900497191, e7949a876be531a692835c6609f648ca",5793
16167,"IN f0b76e63817306cd46fa4cb52b010020, 80833197732e2cfbd4fe2671733cc646",19308
16168,"MI c2c223e2601317f9f00023320d2fb147, 36a963851b74e281479e09caea610451",21968
16169,"TX 8a57a3ba3e9ce406562dd7e974300c39, 0826ce9dd3cbdfb481bbfa728baaa95d",5742
16170,"IL 8990dbbc0214295074f1eec839d80fd9, 64267bc91bb34868e2b866002a810c03",27489
16171,"NC a02889cd5a71c4102ecaa7a2280d4f4c, 19ad4a3b058ad85ab409d58173fb5dca",24577
16172,"SC d65f893ab3b3732725771ba129cfba68, c3ccc8b93afc0c723669d31555a945ac",29931
16173,"LA b4ff16c8c1688f32baacd5e918af8db7, a808a8432e90976cfde5bc0b540e8417",420
16174,"WA 4c733f2a61e788b3a63dab4dab2558aa, 7d67e5702684a4221693e4f21257686a",2514
16175,"GA d6feaaeaacc5c5318b00baf036af5298, a39f2ac4fd9af73642aff78ef590f157",21871
16176,"MA 1abbae7abd160b219256cd30bb6dfd29, 339c644324d18c74f67941f03a7defb7",13338
16177,"AL 3997666339a1312bd8c40e21d957fed5, 5bdef5287999b5ba9f5d35b5397d22dc",2047
16178,"NJ ee91493e59c7358387aeb561e1ee2bc8, fe82af33e9ec561258180c20972151f0",24073
16179,"CT 56405d5eca80872c2c7a7afe48dbc7f5, 81d5f4398a9f617d71978cb5cb7a1352",28631
16180,"PA 9a918a948c7663e0f10f34f1f20fdc89, b9fc39562fadc7c0a3ad5c9232419470",4003
16181,"IL 5cfefcd261f70fa73c554a122fb98a06, 9229d41f9fd313eaf25d06f70f13bf25",3609
16182,"WV 90d3e4bec1f008e0fc09427553f8b1cc, cefe615c364c570461348917f49db325",2839
16183,"LA 20fe27a9a626aac2fb9c86c2935524b1, efb8b9b4e599a046975643fbe3004b8c",8317
16184,"PA 76f9d643d5abcf820440ce8fe83d3449, 1dee0b9645b52dd3cd4500d37e20474f",28526
16185,"PA f846b2a651d284e106aeb0a5465bd552, d67a279727d3dca8b68b3fb2d472dc31",4916
16186,"SD 997dc9f9f0a829719244ef9492c20270, f60619bfc1809b6ea4e6c234b4839239",12968
16187,"NJ a1314482c2df9a7b13f6bbad7c63718d, cdc39077d07089cf814e5a91b568c7ac",5685
16188,"CT 933ce65173036091c57e8d7e04800a93, 62762f74f619d839cae36e6e376804b3",5304
16189,"AL 3f0ebbba121b0977c547f0fcebb1545e, 84c72f858b3970e7520f40d493823cd3",13515
16190,"NJ 4fffa5d528eb72f22f5d6735bcbacb2c, 7b7b3753245f4a6d8686ffb465962fa6",20630
16191,"TX b7a50ffeb22a4ffd7c3a7eb33ca27589, 95282dd92ff74899b7797ffb13789600",12658
16192,"NV 04493a6004a59d285739a95dd7453bf3, 4128b6871bbf5a656170098743478c3f",27672
16193,"NE d7d6f9e84fc4d3421947782c70a83c8f, 4a38726429284b29e110b0f3c00ff275",1801
16194,"NE 460482a9253427927e1a0f0750567532, 0f4fb24f3bed53c62e03d022602523b9",2158
16195,"PA 69eb342d19e95f13c5fba1a9d8c623e2, 61624ebad9276a9cc0e8512b6b3622ac",30235
16196,"HI 4c5461f6271df16424b65ba9ff44c15a, 32563293e597f1e58e26b267812b440b",22744
16197,"NJ 1c6a4c34b135f0ca2200789ad7f5b220, c4f8f34ea128a47f6d4caa3be81a42f5",18512
16198,"OK d2cb2e383c0a33422723d0f9395b0954, 0d05b0278a03871a8b8eda41b7c8c964",2246
16199,"NY a9dc02717958eeec516bff84f61be2a2, b5fbeccf6e6753db98a75dafa37fcc02",27816
16200,"NC 942a690827241f7d65c3baa8c93ade07, 87389c3dcf73fb3d3b1bf3a1840e1867",21373
16201,"MI 7ecdbab026fa09455a6ff58d64e5bce2, 919ee3395f6df76786fa785553f97b67",24086
16202,"MI 9a30dc3b12b63ba3291541c7c9855125, 23d4fa2ba1c04313c7c2026453c55582",8700
16203,"KS bd01f192c04daec5a4af739d623c24dd, 90f8b3ca2f53114100d5142452f5f705",2115
16204,"VA 961e4d05d236361a63560d3097b00579, dc2f03ec733a0307446fd32816b4f3da",19915
16205,"AL 2b1545c617ae5c3ea7b82b1c52d4fd40, 77fc093a42c1f8a5e3a4481191947fd5",19541
16206,"MD 8385d9502cc7d51f07c59b7a731d9c82, 0e82fa4af0fdbd9571f3f9219c663642",24997
16207,"OK e14307359d1e4a79024f764b56b8366b, 02e98877bfbf0a6a6ef1cdee05995a0f",10489
16208,"IL 6c331d2b9ed41bf7134287652956c909, 73aa9babaaf42311057cca115f28d297",4135
16209,"CA d725a1985281416595f0f0cc3bdd5124, 880a34ffec2a5287c610fede969102b8",15990
16210,"AZ bb16d5d584c4b293da4163e9df792ed9, 370ff23861270b4eb0dae66a66fb224f",18926
16211,"FL 471d257cf0cb20e488b4389d261828ef, 2070c0431e7499ac664f8bc014d56f82",25779
16212,"WI a7284014e02d95b7ca714066c24e93a8, 0f35ad0bf91ab2bcd8095fbcbd3afae0",1337
16213,"PA 263ac863a16c179bc9f729278ce75537, 06fdc2dbf0795078d7cead750636e1b5",16994
16214,"PA 84bb9d17bc4bc7b76e39ad05a4aa2d9b, 1a383d5ba3f38650926f4a9b9125e962",26236
16215,"ND fc8c8c550079f6b74e4fad48f2d89cbd, 26f620dabb0751b210952204b199e24b",20294
16216,"IA 642f39e2a69bc3a4f6a4a2eb1da03d35, 399080133bd9c61a4cff73a87daf042d",27042
16217,"FL 107b6b730a81300a3391053c5d4c2046, 49e3626c5325cdf0c9c78f173b1b84bb",12676
16218,"KS 6dde29b5a1def65fab61ba5c755ec87b, 0cb8c31a5acefa7f713c608df881b4f7",25225
16219,"IA fb53e77f9bc2858053cf90a6196c9cb7, fbce81fccaa7e191848b6c126fffb70a",18032
16220,"IL 3762dad311e8e87e86ed07784bf0f24e, a550cc00a875fd29d0c6682d9f15e272",14770
16221,"ID f81099396b4553b594cfada297ba80d7, f8f8f7eecb9f3e6b14512e800b7b069c",18857
16222,"MD 42602ac29377501e64c99e3eefbabc68, 857feff7afeccb7e828a4814d84b9150",13425
16223,"MN a0bcbe2f7493f755109db05e3b3719bb, f84249edc697f43c969d417e444905bf",19954
16224,"NY e281a8e4a4c02536bfaa82672d2b4a2b, 5e8bcc1a7e60201bcba218e1142bac9f",7809
16225,"CO 9c3ee44b9f49ea3915a2f43e16978473, 22f299ea4b5ae758fc951996ff8b4efb",15504
16226,"NV ea1b3aeafd0ac4572bbeaa51cf0727d8, c45746f3161e273bdca233c41f024ef8",21653
16227,"MD 5ebe169adef1ed086bb4601ee28fbe5e, fc9e7f61c65eba23dee7229b9117f4cb",11718
16228,"TX 615dc8d8c238437a4a10d67f6c9cc3ad, f328e9d33344f7e9048e118b026e3856",1464
16229,"TN 9ae512e94da741faf212e0dbc92e6bd6, ad2e297e2c6c929b5289dbb5b2afe5f8",16308
16230,"AZ cc4bb8b6296464b8626f009e90089aaf, 7adcbdb328a8934033139d79bcb77e31",19621
16231,"IA 2e66d69690ecde5009cc428dd6524364, ed58356b4e0783df08cd29061b55668c",22462
16232,"MI 331979a6a89744ad96dfed04cbfda303, a8ba743d756ffb83d7afb358f312c9ff",24256
16233,"NE b64cf849c4ba2aeaed026a898c27544c, d35eaa63ce7f6a967f79f0d01cb05c8a",4112
16234,"NC ffeac89f141fb9e3eb9ef428f9a64aaf, 2412fd2bf348c45e07d2be4c85c76a4f",30349
16235,"MO 707ee54bfc0c61a3c3f7be323b0274bf, 8079ce6cc3584b2840b816a776aab781",25645
16236,"OK 74e6a3886f3deffb63a362497f6f24a1, b520021132b4372f39c994f2b3ec3c8e",20613
16237,"UT c3c009e599ed63300407226c67712701, 75fb9d946762e09ffae17950f0e2b754",25071
16238,"OK 5eeba0137ed1e54e7fee0bd9508c1aa0, 78eccf70541a584f03a6d60c056fddd7",18754
16239,"PR a28791915db9a814175a8853740d50e4, 18fcfac95bd4089d93b33ac6178370d8",24066
16240,"NY da6bdec687f011becb21ce73e4d88153, 0a6aa153b48c40ce1a58004d72763361",13623
16241,"NV 974962a88b1323a8a2a1b9a0548b99d2, 354f0b5ab1ca4afae242144d119d7888",27949
16242,"PA a4648d390429e6deb5445c14311769d1, 371e40c6948e2a185e2290c89eb1c261",5941
16243,"UT 9fcfa693acc37c109f89b247b2520cc4, 206989a8c2d70f5538d8fb58711d16ad",29585
16244,"NC 82c9c6118f85a485ce4bde1fd835607d, 411592397bad33c179853c3f992f3974",3515
16245,"PA 07b7e71cec72f6684073e653abc39f5d, 879024f559b80313ee847cc601923f1c",1967
16246,"CA 86cc9e990b070c301937e3a7ce1a7e02, 374e7c895e24a193738b6494dea469b9",19362
16247,"KY 260f1c4895ab71fa62c507cfc8142f55, 063bff249dc1f91cc537684da577aeb8",516
16248,"PA 3117e02b6e452fb59743c977d886a2e3, 1dcf5139e57fbee1824c690760aecbcd",16039
16249,"MS bf181339a8a5bf333b4231588b2e71e5, 713a0052d70650f3ce458c8c9feb6138",3928
16250,"KS a169b2bbee2282cb159895d4c97e82f9, 949aede19aa1318577a2ca3ba70ddb16",9633
16251,"SC 5c8e5dbb7a6acc018955916d0ef97166, 5c7f4e511da6d560b1bbef7fd5c612eb",13088
16252,"IL 138a5f53d6f3d23ab2e1183cf7c698d7, cbbb24dfb3eaf6957a8009ccfd0d6969",27107
16253,"TX e54b075c7d9d6ba9441c180d00d64fc7, 34e8de2a728200850d4c82a6facc4701",21234
16254,"KS 7c7d94b5fb868a4efbf3c49c0524127a, d1d8094521b58af1d99ceffa8c7b0142",8702
16255,"MN baee78c804dd474bcde628e52b8d65a7, cc350e25436a7cf05d21dec6d2768cb7",11791
16256,"MO 181433bc255b296224c1d8c38db56e91, 55b98edfe3836508865ed26dab61b768",9338
16257,"ND b49da08851d7acef81ccb8164df7e374, 041b4d2d08a167031d23f9c7d84b1c1d",17209
16258,"IA 1911acbcfd8ad349d2a7e28d9d10a31a, 2d9f0b6953d526377b1850200dca7e18",21245
16259,"AL 7f8fa10c47752a8a084dfdb40af85389, 06f334f894af945f5be8746dbef76c54",17611
16260,"IN 5b5393c02daf9d501311769be25e3da8, 10b7b64269922acf46ba2401540b719e",3031
16261,"OK c5dcb13a561d8b196c5158a58d5a9b5e, ef15b6d2d2408ff70570de055487803e",15275
16262,"PA 643a46823d8949ea229294b7cad87f53, 52c4625be7e51b104db45d27e7425b87",20961
16263,"NC c4dffdacc8b12f6769597639facc74ea, ada29c65ccd6da9e35149eab7d300be5",7301
16264,"CO 460b92bdf19eb6964882e716fec94e29, b9391d458d6c70e5800bd3b5c64e252a",27335
16265,"WI 7c5933584ef41eb68a7462b0086142eb, 3105f19c5971a70d8c770da416840537",26028
16266,"SC 02bf3b88d35dbc0a90cad120057c417e, 41e9bc0b63e44165116e9e2b3056b3a8",20897
16267,"NM abc665445311f83ea3619516fd79adcc, bf5d75b60861799fcfa9066c74222630",642
16268,"OH f4e1618389ef606634a84329225b2900, 1a39dd74da8bc843ba3692aabfc862f9",3835
16269,"TX fcebc7c7724c511698b1387d869cf7cb, 2b7dd5c4218e5d144c4e2f0f3a872a61",20046
16270,"WI cab52a688c53a49bcd7546654ac4056a, a2f98498cd3a77288f6d2a213bf30da4",16717
16271,"NM a19db5f5e7c32c64d0059cf139549f45, 1777c8d4cc3d0061dd37e1337208eccc",9690
16272,"NY e50215c92f2b3e02f3300231fe8f7c58, ab74ee942adc20f06676dbc3dca0173f",18078
16273,"OH 3b9939912cfaaae5029d3b9ab645379b, 0ae3fb476e8dad770b42cee94b857548",11161
16274,"MI d2f8da1e47381a0f2c792f72a9e5859a, 1c66c1bd840894efe19f65a0345b9e95",30223
16275,"PR 16accd8b3a43f697af0d59bb6aff64b3, 69ff54c310d1dc48d28718bc0741316c",23288
16276,"FL 491350270662ac2d686f3022fd17bd48, 4dfff116153b2393c2be7f9c70ae73db",26296
16277,"NY 58b8bb661934648b330051bbaa43f8cb, 1cf0713026cb2ce9af6cd71f7f07ca25",24696
16278,"NC be45018641e64186d973cde794f5c98b, cba4d2424f21a5e385ab136a346e22ce",4898
16279,"UT eb09cf3cbb7db8969eaf99be69d41b9d, 9160f568c8b66cf079fb0da737cf0acc",4935
16280,"VA 54e5e3e80596fa9efe14c98b2c53db58, 911072aa0052a53480c5f702fbab7df0",2900
16281,"TN 33e4d5eeba87744f1f0c2773e280fdc3, cef072ccdb33d563e481f0792518f94b",16137
16282,"OH afaa45752ac69bf72a4dfd77c3ce53dd, 0161a59446eb8304e1a7224071bca6c5",24965
16283,"PA d9d85ee541b9cde9367f453fe2c57f97, dac30f1f2c8e347225edf251c838d223",517
16284,"AZ 07c71e50db43cc1f7210d32e4e7e973c, d828b81622a26350195072ca0872bf1f",19405
16285,"OH 263878ec233d7de31172358fb1e6f1ef, d1ca4728d186b3efdd4fdc7a1db3d6a1",6959
16286,"MI 06e04de613c441e31e26f43f4bc932ee, fc5371dc4c888cfbb0534c7a2532fd2e",29937
16287,"ND 10351c3bca13527590d2c1a660ce0d2e, 4f5d2c5ea56620652e2f67728d1d17af",26503
16288,"VA 5276176fe475fe15c1b44fc9ad61400e, 6f84ca68097c664e49d96d6aac78e524",18917
16289,"SD f3a4e34860f705ec4171ff6d32e3cec9, fefc53490eae3ed184b7f0a1905311e0",23107
16290,"PA 6a1b3b28caf14fd8c88dfb43528f6540, 0d68cd7161aee45070f9d39d176c9db6",14955
16291,"AL aaf50c3cd6723c5e55906bcb57482140, a926bde3fd467b226d74538d19a3ec1e",12303
16292,"TX ef09373442a8f9ee3b25c85463bb36c1, 06489985a06ab310c6d04695aa1f251f",15164
16293,"LA 9634f894e512732cc498f07fe4dcd5b6, 0ba4fbafe69ffe42d973e006e1fbbf71",16310
16294,"NJ 9886ed082b35ef004926fd3e141116ff, 2ac619b36c80cc106a3e93f1bfa4a762",17235
16295,"CA 846cd589b49f681aec6282d63c92c49a, 84f8ddaf0ee81e25c5ea076ba040f407",9105
16296,"GA b7e651f717d77b1d07aeb7009928d762, 8251982f4fcaffa09fdec75855c71f8d",12705
16297,"AK d3d8a7c0aed04386faeb443bd38986e9, 6c6ff836e3c09e68cfb9530abed893ba",16124
16298,"ND a15450f5f1fca0c88243139e57c682fc, e0b42bb39b1e71b633c1f7ab1d4051c2",10875
16299,"TX fb0d68feca4593257a72dd33953c84e2, 72f0efd2ee352f0193253815dab9ab9d",24403
16300,"OH 7ee269bd5b0ad3fba4f7de3881ebff7b, 05f3cede2d24ef67bacfd343d7711d57",17988
16301,"NY 644c0faea71f2b684c06ee54bfed84b7, abb8a6f6326e287f9d66bb4a8bef2d8b",7929
16302,"VA 69f483b053dbc4cde8cd7baa2ab25f41, e29c994a8b00c3d7d6e94025c917b31c",17821
16303,"KY f5172e5d2578e087b567c7457bb39b49, 8049b9eac721cafdeaedfff40eaa54b0",9201
16304,"GA fe32bc109defd17820cdca63d00c5d2a, 33406175f2c679d6a42816d8633b678e",24834
16305,"KS 85bbc2bab8b1c41b64a65c906a670cc3, f46a5f8342501f38ebf2e51f7f1ca74f",18146
16306,"FL dac7c1707994138c196b00332317f9a1, 797e18df3ffc26630b704d058c681dc8",2186
16307,"UT b41b69f6d7a497bfeee55ff1783a6050, c5de8503f2464d5cad80233898e06375",4020
16308,"CA 8a66d53fc7c2f0978e861c91e596373a, d50806519de17221b47fa84482558509",24398
16309,"NC 520b201842dcea6cadd9323646d25879, 5f8d99319e4c1452b5aa32c580fe3879",17726
16310,"IL c9059ceeab331b24b66735e9aad9edb8, 4e6b52abc66215e3dd0f4e3672386b3b",23994
16311,"IL ab1863b93c64a7010fac312d735bc124, 8decf08b2f97a78abbf42e407388df96",4803
16312,"ID 868bb9060016ad17f61167aeb19ca14a, 71ac482f206553da6b39d538a55b9358",26345
16313,"IN 509a2903a3f62fc5f10362c083b50214, 1ff72394abc5e08f0cc63b9a7593079a",19897
16314,"CA 8f24099ac2e70b13536fc785cabd97a4, da108bfa46163606f208ce57696f4a4f",462
16315,"NJ 1ec92830c66f31b3e80d7be1096cfb76, a7c922d32cba23bba53b89476e1beded",7795
16316,"TX f959232a2cd74b2404eb2f0db9ed0b56, 750d1270a6cd077f92155980b0592d66",3873
16317,"NH 0890a6eb78619ef5ccca9c37f9669dbd, 426ee597eef1fc334046e718f0cdde20",15175
16318,"SC 0d5b0ac1574066f83b423ab79f2d8620, 5b89ae6a501ee5c388c721a96932ce8f",6929
16319,"MS 57c9cc7475a28f9df1cca3367be124af, c6131b41d2006c049de493cb60315e04",7667
16320,"MS a13ffd3e8c07d6de8f5abca2c337b104, d5b00a2cdbc986b9ab201916e6936703",8231
16321,"GA 85ea7868d3f7f036d2d9cf07a4a92f60, 18bc178eedd295adc8c7b3b061733d1c",1204
16322,"OR aa5694a0bfe260d3d48303ede252437c, f3b765a5384da6e698de0530929728f7",21263
16323,"NJ 3ee86b23b8ed1a6de8fc194dc22d0dd4, a9c61b01fe5f423a41c86132ce776813",26941
16324,"ND 948cbceb50484f2fbcb06f5938705455, 85644dc4a9f7338509644d2d1f2bc929",29079
16325,"CA 050977a5217b163ae3fd28d7aa9fd34c, 91f170fe1cf21956e8a179e92d98c223",20262
16326,"TX d34719d77733d9490e00c3c80bc44b34, 26d6a84fe0db8e7450b8c2dd59f95f50",25285
16327,"AR c07ef13d8d6c890b9cb4c70faafe62fa, abe60d9ac7edfa37381d96cd28cbb90d",1393
16328,"OH 18a58cc41f6eb5cb6e721aedea1b849e, d662501d8899d695ff47932885a72296",12755
16329,"CA 36dbf562ecad8fb5781f269e18f1bd15, 767864c89b6dd7bf81ec55eb9ee5d06b",11124
16330,"OK 75668e0b121fb89fd9279f05d1912ddb, 49352c4560eccdfc88f8e6bbfd395720",10458
16331,"PR 1ef08462319a1a50dba407d1697c3487, 4f556e6c8d524c4975304b13fde02b12",13273
16332,"MT a089cbe510e9ccc05376516571d743eb, 056535ff002ad314f675f6ab53da91c1",26435
16333,"IL 13fcb0fe4e789ffae79e0950d6851181, 1a510cd93bcf32c5f8d3870f57d6349f",27857
16334,"IN bb3394980100f9476ec10e8ec2bd8c66, ddaae62491d279509627682cd554c1c9",23929
16335,"SC a38a612f469da7c2cc8a3de6cb9151d8, b499dc0818c2307eedb6f16eebb41b0a",24324
16336,"OR bbc0ac1acb7c809ae244f2f3cd9c060b, 4b6cefeeb38ddbe759bdddf3d722d6c3",9180
16337,"WI 2877b7610b7a49d69a2b8d292fcb6075, 0835d37e782143ce62f3d463f4c1c20f",7488
16338,"CA c498786c8b6fcbef92bbb138d0c7cd1d, 0f331e9a823ef0b8a54bf7d38a52cbdd",15952
16339,"AZ 5b1b765fd1085f9a49b2d80cfe70f8fe, db4af57bccf8c4ce38cf77e24fbd47c1",2132
16340,"SC 99ee31f2fb5dc51b130ce8530cf63821, 64f831606af72748a4022605d4490783",13003
16341,"TX e0e0dd53acbf096a22ccc34b3325b878, 1826430d7cd213b7fbff856a229e0ad3",14558
16342,"FL 08edb3ed883c1b9ffddcfc73eabd15de, 4449888d7f3774c59dd0338820ad155b",12218
16343,"MN 340df6290f1404d1586d4ac5da6eccc8, 9b76b6657a375d1141d8794e6cfc062c",25821
16344,"TX bbb018958ffdd8cd8385ebf71afff754, b5c72284e02c4e6a2b7f3c8204a8c890",6098
16345,"WA 2ba09015d7b9b7f41d0c42a61bf60a77, 952f1b1f6e929584f0b1189ee95704e3",12865
16346,"NJ 9d7399a164c4f81117e4bb37ff98d9a1, 747aa82fc7c5735ab72b5251bbadb349",27475
16347,"MI a9882520e55d1ca6e34a0ac109db6155, 99b0ef1aecca1277f8a0b7f5ce285c09",20252
16348,"SC 85f9fb6ea30884efeff0fd6560870a56, 84a7ea918c09d1cbddb17519fa5ff78e",2848
16349,"OH 6c1e2c76a479cf15ca018ec182c122ac, e716a0c07fb1ea3c8903146027e9394b",16915
16350,"TX e226ed373620958b38d09ab0dffaa5ab, 1a8040c611fceecff46026ca3fcddeb3",9588
16351,"TX 5bf52395398f267c10c1b91e9b8373be, 853662f80f7f44aa7e364deafb559d0b",3873
16352,"IL d5eeff31849daa9144c065efb42a143c, a5b1c622c28df0d590e9d8dadd57a52c",10379
16353,"PA 3252700fa2a88bd638cdc0f4fc5f6cd8, af20f07e944709165f53e17a040e7b0b",26571
16354,"PA e90b302fe5dea8da2bab2cfcc2afbad8, 1e2979e84f2e225089587efe15a70210",12135
16355,"OK 359d7ed17d99ea382e3355f668237bcd, ca0d0e2c3a2d36743fae0f95816d0530",4066
16356,"MI 129c6bb27ecbfe2fdfcc65df2024865c, 03e6d1b57b0c9add657a9165a4e46a9d",14984
16357,"TN 44c497d5b9789e685be282e8fbe5c4f4, 1c8b25eeec27e4a1a75e796aa0cc83ac",28543
16358,"PR c45d61af2e36a7ae1d21129237c2cafb, f7e58c6e8bc64a9331ca141d188f2c78",24924
16359,"KS bfcab9ee5679a84e14b68e4d8b324d6e, 29261a40eb581d7e89f50b1f7cbb2bd0",12100
16360,"CO 94f3fa18171f84331f4c74b8aa911102, de2f701a21bec347a84f56ef8a762366",29131
16361,"VT 9f2c3b813d0f59acdb7290d539030cd6, f37af940d52029a44ae22a7dfd18789d",17191
16362,"IL 72eaf741138f2267a12ce1363dca219a, 69d9a434d27aec1e0e3e3e4cea9076ea",28467
16363,"TX 59e216febd257e37acad2ac26cd9ba94, f093ef08889d4979ed105bdec6f74c85",12418
16364,"WI dec6fc7b20094b0760dd2b6df4bca00d, df65a37fdc28ba0f8d1a9527709f4fa4",169
16365,"TX 5bf4ea5503d0c2738c1ce902554f0f73, f6495bcf70966620f1cacfa9be2ff927",25462
16366,"KS dcfe31906bd28662766f52b16998d56e, 23fa9fa70b7c8983c9739977c0ca0899",26608
16367,"NM 2d7f33675d6bb5541cb4a76aa44056f4, f3e7b6be67e50622ef36892924754b30",948
16368,"AZ e4f52f4f2c0d0ca3f27d30c535c36be3, 327ea82a261baae805cf5037e3a109ef",20209
16369,"MI 8417d3063efcd79488c95ca46ebbbc30, 98955e73b76d622cfe00783cff2ff341",20252
16370,"NC 7f9448b6a9cfb18c9e7c5b653349f7bf, ff6d21fce586e1abf1efd6c409ce5e80",1095
16371,"OK 73d991573116308b4bdbe98ff365139a, 3200cebd2832c62c05fa3f9fd867d00a",20506
16372,"IL 9a6284ccbb2ae2b78217961a8d622b78, 429ddabeb045c25baab6b59cbfd2726e",30049
16373,"VA 66c0ef1a00c1277a1de4fca94f6bc044, 820f864cc2ea84a53493718e73ff81da",3546
16374,"IA 25d8826d2ac53bc89295c62ea7bf7a5d, dd0c7b3e084673c17851f8709627b1a2",957
16375,"AZ 888810248558190fac55a92b55e47a1d, 1226b9832cb6de17b2f7f97314e534fe",8088
16376,"KS 93a80b5f1e3d9c67ad5373c96a008f9a, b3aa5cc3d7f727d39aef98bad27397c8",15697
16377,"MA 3a06d459a3f5e2220124c8daf55f30e0, 96d4acd642d6a1fcb6b772711995ee2d",4250
16378,"IL 4ebf3678fe10117be5333c2272333ba9, 076d5acc1e9c8fa088e76430707df81b",26173
16379,"MN e99cc36a544071a5808f3b8aea785695, a335b7ef0e84a8d4298a16c33585944a",19404
16380,"AR 1104dd15f69899271396a2cd05bfa4ef, 703065625e125dcca79ce0768db433b8",27705
16381,"CO efc2e0c11f16073ee05b33f4eb7a2ccc, 48e8ec5c3d76d4d7e98e8de1e3f6e62c",16684
16382,"GA 48c29ffce600a3b6d538dcf2dab57228, 3a75764b435a52b28c2f3e6db80838fd",29430
16383,"WV 4097a455ca1e8e3d445585392f23b428, d043097af9ff50ee0590573c0d75485c",24781
16384,"NM 3c42bc8a189331110519861857d7b306, 6d65b9b1790a0fe368395e6fc7148e7d",23753
16385,"CA e943606b9df8f9afd80ebf94dbcd755a, d189fc732139fbe66a627371e4947d67",19868
16386,"TX c5f7aae532009a91d729b3b7ca98d55b, c42f0078bd8fd74a870943a972971c1d",7292
16387,"IA 09302ff4e7d3cce76583df65e6257a4a, 0b94317f5bbeb6f9e6250d2edd11612e",9894
16388,"AL 32bdf03aee94c257aa3d1a5e899b7fb4, cd709a2d57e768fe6ebdec05a395e00a",3938
16389,"PA 2af7d8965b66a6107ed5c3d277e72690, cb10d27083a2b076ef280654d8a69118",19665
16390,"KS dec3141c21d3a5ab73bfae88a3b66d50, a12165fb3780e9b3016235f04773fc88",21445
16391,"IL 1e23bd8a38e2c1920f2901ea568efff1, bc7cc04875d73ac2abe1b4521115792d",5157
16392,"OH b8b68c5a2fca2bbd7c93d1267e530033, 70d72fbcd772873b1af018ea7c075986",3045
16393,"UT d473140aa9d804f700904d5cbc6c3010, 3a7f6a45f62256d79bddf4eaf04a55d9",25074
16394,"WV e9b731f9e86ede94e5ce3351dcacf4c7, 3d5a3fd694b89ce381bd0f635afb823c",5193
16395,"AZ 20d8aeb05865c77ca7a26e3d365a0945, 40de1830c10e5716a1696c5723d341dd",19621
16396,"CA b65e3316d5ddf6fceba7e74d50cfad49, f97d00b3d5b8fefd8b83154fb43021b3",6810
16397,"MN 9a8624d092aca80029564f4f9155cc51, c573b5e5fb61d594734e3a8b2f756d12",29679
